,Make,Model,trim,Mileage,Price
0,2015 Mitsubishi,Outlander Sport,SE,"65,413 miles","15,600"
0,2016 Volkswagen,Tiguan,2.0T S 4Motion,"15,522 miles","18,300"
0,2012 Honda,Civic,LX,"57,950 miles","12,300"
0,2015 Audi,A4,Premium Plus,"59,941 miles","19,400"
0,2016 Ford,Escape,SE,"66,087 miles","15,500"
0,2010 Honda,CR-V,EX,"84,081 miles","13,300"
0,2018 Toyota,Camry,L,"51,068 miles","16,400"
0,2016 Ford,Fiesta,SE,"21,172 miles","12,200"
0,2016 Jeep,Compass,Latitude,"20,947 miles","17,300"
0,2014 Subaru,XV Crosstrek,Limited,"41,671 miles","20,400"
0,2017 Ford,Escape,S,"35,496 miles","16,200"
0,2013 BMW,3 Series,335i,"50,323 miles","23,200"
0,2017 Hyundai,Sonata,Sonata,"27,333 miles","15,100"
0,2014 Subaru,XV Crosstrek,Limited,"70,408 miles","17,500"
0,2016 Chevrolet,Equinox,LS,"44,723 miles","15,500"
0,2017 Nissan,Pathfinder,S,"41,463 miles","21,200"
0,2016 Ford,Fusion Energi,Plug-In Hybrid Titanium,"39,887 miles","18,300"
0,2016 Mazda,MAZDA6,i Grand Touring,"34,981 miles","20,900"
0,2016 Mazda,CX-5,Grand Touring,"46,118 miles","22,200"
0,2013 Acura,TL,TL,"91,732 miles","16,600"
0,2011 Honda,Odyssey,EX,"90,339 miles","14,500"
0,2016 Kia,Forte,EX,"16,528 miles","15,700"
0,2016 Chevrolet,Malibu,LT,"14,139 miles","17,000"
0,2017 Volkswagen,Golf GTI,SE Hatchback,"12,866 miles","24,500"
0,2016 Ford,Escape,SE,"54,995 miles","16,400"
0,2011 Toyota,Tacoma Access Cab,PreRunner 6 ft,"99,219 miles","19,900"
0,2016 Kia,Sedona,LX,"30,126 miles","20,400"
0,2015 Nissan,Altima,2.5 S,"72,594 miles","12,900"
0,2016 Nissan,Rogue,SL,"30,141 miles","18,400"
0,2016 Hyundai,Sonata,Sonata,"41,176 miles","15,800"
0,2016 Jeep,Compass,High Altitude Edition,"34,573 miles","17,200"
0,2017 Buick,Encore,Preferred,"22,195 miles","16,900"
0,2013 Volkswagen,Jetta,2.0T GLI Autobahn,"33,964 miles","15,600"
0,2016 Chevrolet,Malibu,LT,"35,350 miles","15,400"
0,2016 Subaru,Forester,2.5i Touring,"56,812 miles","21,500"
0,2016 Mazda,MAZDA3,s Grand Touring,"38,205 miles","18,500"
0,2012 Hyundai,Elantra,GLS,"60,218 miles","10,700"
0,2015 Audi,Q3,Premium Plus,"29,840 miles","22,800"
0,2013 Hyundai,Genesis Coupe,2.0T R-Spec,"69,866 miles","16,700"
0,2013 Toyota,Corolla,LE,"17,584 miles","14,200"
0,2014 Honda,Accord Hybrid,Touring,"93,901 miles","17,100"
0,2011 Acura,MDX,MDX,"76,368 miles","17,100"
0,2016 Kia,Sorento,L,"38,786 miles","17,200"
0,2014 Subaru,XV Crosstrek,Premium,"80,300 miles","17,100"
0,2013 Mazda,CX-5,Touring,"50,691 miles","16,500"
0,2015 Subaru,Outback,2.5i,"51,533 miles","20,100"
0,2013 Hyundai,Sonata,GLS,"80,978 miles","12,000"
0,2015 Jeep,Grand Cherokee,Limited,"30,204 miles","26,600"
0,2014 Mercedes-Ben...,CLA-Class,CLA 250,"34,119 miles","22,100"
0,2015 Nissan,Rogue Select,S,"57,524 miles","14,000"
0,2016 Mazda,CX-5,Sport,"62,239 miles","16,900"
0,2018 Nissan,Versa,SV,"35,895 miles","12,600"
0,2013 Honda,Accord,LX-S,"102,420 miles","11,600"
0,2012 Volkswagen,Tiguan,2.0T S,"57,302 miles","12,700"
0,2015 Acura,RDX,RDX,"54,275 miles","22,000"
0,2013 Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,"38,302 miles","26,600"
0,2012 Honda,Accord,LX-P,"66,129 miles","12,900"
0,2015 Chevrolet,Equinox,LS,"26,290 miles","15,500"
0,2018 Dodge,Grand Caravan Pas...,SE,"16,309 miles","19,800"
0,2015 Subaru,Forester,2.5i,"58,931 miles","16,900"
0,2016 Acura,TLX,2.4,"23,575 miles","22,700"
0,2016 Hyundai,Elantra,SE,"29,137 miles","13,200"
0,2015 Honda,Accord,Sport,"8,582 miles","18,800"
0,2016 Mazda,MAZDA6,i Grand Touring,"53,473 miles","18,800"
0,2016 Jeep,Grand Cherokee,Limited,"18,188 miles","28,600"
0,2016 Jeep,Cherokee,Latitude,"33,587 miles","19,900"
0,2016 Honda,Odyssey,EX-L,"26,681 miles","28,400"
0,2016 Jeep,Cherokee,Latitude,"40,139 miles","18,200"
0,2016 Ford,Focus,SE,"14,718 miles","14,100"
0,2016 Kia,Optima,LX,"44,447 miles","14,600"
0,2016 Jeep,Cherokee,Limited,"41,188 miles","21,100"
0,2016 Jeep,Compass,High Altitude Edition,"20,470 miles","16,500"
0,2016 Hyundai,Sonata,Sonata,"30,565 miles","15,800"
0,2014 Chevrolet,Traverse,LT,"72,344 miles","18,200"
0,2016 Jeep,Patriot,Sport SE,"43,670 miles","14,400"
0,2015 GMC,Terrain,SLT-1,"48,875 miles","21,300"
0,2018 Ford,Focus,SE,"9,107 miles","15,200"
0,2012 Lexus,RX,RX 350,"105,178 miles","17,800"
0,2016 Toyota,Camry,SE,"35,558 miles","16,900"
0,2016 Jeep,Renegade,Limited,"30,378 miles","19,800"
0,2018 Subaru,Crosstrek,2.0i Premium,"23,236 miles","25,100"
0,2016 BMW,3 Series,328i Gran Turismo xDrive,"38,115 miles","25,900"
0,2016 Kia,Forte,EX,"28,689 miles","14,400"
0,2018 Toyota,Avalon,XLE,"37,325 miles","21,200"
0,2017 Ford,Escape,Titanium,"39,112 miles","20,100"
0,2015 Toyota,Highlander,LE Plus,"46,182 miles","25,100"
0,2012 Jeep,Wrangler,Sport,"59,762 miles","23,600"
0,2016 Jeep,Compass,High Altitude Edition,"29,490 miles","17,200"
0,2017 Chevrolet,Traverse,LS,"23,435 miles","21,500"
0,2017 Ford,Focus,SEL,"19,564 miles","16,100"
0,2017 Jeep,Patriot,High Altitude Edition,"27,918 miles","18,600"
0,2017 Buick,Encore,Premium,"28,395 miles","21,600"
0,2018 Jeep,Compass,Trailhawk,"18,875 miles","23,500"
0,2016 Chevrolet,Malibu,LS,"32,485 miles","15,000"
0,2016 Jeep,Compass,High Altitude Edition,"23,257 miles","17,700"
0,2017 Chevrolet,Equinox,LT,"29,959 miles","19,000"
0,2016 Buick,Verano,Sport Touring,"31,204 miles","15,500"
0,2016 Jeep,Compass,Latitude,"49,373 miles","15,000"
0,2017 GMC,Terrain,SLE-1,"23,157 miles","17,600"
0,2017 Jeep,Compass,Sport SE,"18,674 miles","16,100"
0,2016 GMC,Terrain,SLE-1,"34,350 miles","16,700"
0,2018 Chrysler,Pacifica,Limited,"51,343 miles","27,500"
0,2015 Buick,Encore,Encore,"24,983 miles","16,700"
0,2016 Mazda,CX-5,Grand Touring,"19,621 miles","23,900"
0,2014 Volkswagen,Passat,TDI SEL Premium,"53,691 miles","15,400"
0,2016 Chevrolet,Cruze,LS,"31,229 miles","14,900"
0,2012 Volkswagen,GTI,2.0T Hatchback,"41,577 miles","16,700"
0,2015 Volkswagen,Golf,TDI S Hatchback,"33,820 miles","16,300"
0,2016 Chevrolet,Equinox,LTZ,"12,974 miles","21,100"
0,2017 Dodge,Journey,GT,"19,915 miles","20,700"
0,2013 Volkswagen,Passat,TDI SEL Premium,"36,705 miles","15,500"
0,2017 Chevrolet,Equinox,LS,"27,792 miles","16,600"
0,2013 Ford,Flex,SEL,"103,676 miles","14,100"
0,2016 GMC,Terrain,SLT,"30,140 miles","19,500"
0,2017 Jeep,Patriot,High Altitude Edition,"27,404 miles","17,600"
0,2017 Dodge,Journey,GT,"19,323 miles","20,800"
0,2018 Ford,Focus,SEL,"20,637 miles","16,200"
0,2018 Toyota,Corolla,LE,"37,814 miles","15,100"
0,2017 Chevrolet,Cruze,LT,"9,952 miles","16,200"
0,2011 BMW,5 Series,535i xDrive,"80,564 miles","16,700"
0,2016 Jeep,Compass,High Altitude Edition,"35,482 miles","17,000"
0,2016 Jeep,Grand Cherokee,Limited,"36,389 miles","27,600"
0,2017 Hyundai,Elantra,SE,"24,381 miles","14,900"
0,2016 Jeep,Wrangler,Sport,"42,250 miles","26,400"
0,2016 Buick,Encore,Premium,"20,883 miles","20,300"
0,2016 Chevrolet,Cruze,LT,"10,623 miles","15,000"
0,2017 GMC,Terrain,SLE-2,"24,020 miles","18,500"
0,2013 Chrysler,Town & Country,Touring-L,"48,303 miles","17,100"
0,2017 Chevrolet,Equinox,LT,"10,818 miles","18,600"
0,2017 Jeep,Cherokee,Limited,"28,085 miles","24,000"
0,2016 GMC,Terrain,SLE-2,"35,345 miles","17,200"
0,2011 BMW,5 Series,535i xDrive,"90,339 miles","15,800"
0,2017 Mazda,MAZDA3,Sport,"33,688 miles","16,100"
0,2016 Toyota,Prius,Four Touring,"37,537 miles","23,700"
0,2014 Cadillac,CTS,3.6 Vsport Premium,"75,012 miles","25,400"
0,2016 Ford,Taurus,SHO,"18,374 miles","25,700"
0,2013 Chevrolet,Traverse,LS,"56,309 miles","16,000"
0,2012 Honda,CR-V,LX,"103,167 miles","13,900"
0,2013 Ford,Edge,SEL,"79,029 miles","14,900"
0,2012 Volkswagen,Golf,TDI,"32,026 miles","14,400"
0,2017 Honda,CR-V,EX,"43,626 miles","22,300"
0,2017 Buick,Verano,Sport Touring,"43,629 miles","15,100"
0,2018 Chevrolet,Equinox,LT,"20,009 miles","20,800"
0,2016 Cadillac,CTS,2.0 Luxury Collection,"40,192 miles","24,900"
0,2016 Nissan,Maxima,SV,"43,053 miles","19,900"
0,2016 Hyundai,Accent,SE,"41,723 miles","11,000"
0,2018 Nissan,Versa,SV,"42,547 miles","12,600"
0,2018 Nissan,Versa,SV,"39,982 miles","12,800"
0,2018 Nissan,Versa,SV,"41,105 miles","12,700"
0,2018 Nissan,Versa,SV,"44,926 miles","12,500"
0,2017 Nissan,Sentra,SV,"42,581 miles","13,600"
0,2018 Kia,Sorento,LX,"45,928 miles","18,900"
0,2016 Nissan,Sentra,SV,"22,693 miles","14,100"
0,2016 Toyota,RAV4,LE,"21,035 miles","20,400"
0,2016 Mercedes-Ben...,CLA,CLA 250,"36,785 miles","22,700"
0,2018 Nissan,Versa,S Plus,"24,134 miles","13,000"
0,2016 Lexus,ES,ES 350,"29,058 miles","26,700"
0,2018 Nissan,Versa Note,SV,"34,487 miles","13,400"
0,2018 Dodge,Grand Caravan Pas...,GT,"35,282 miles","21,600"
0,2018 Nissan,Frontier King Cab,S 6 ft,"24,303 miles","18,400"
0,2017 Hyundai,Sonata,Sport,"31,159 miles","16,600"
0,2016 Buick,Encore,Encore,"31,266 miles","15,300"
0,2016 Mazda,MAZDA6,i Touring,"35,841 miles","18,100"
0,2018 Chevrolet,Impala,LT,"38,282 miles","18,700"
0,2016 Hyundai,Elantra GT,Elantra GT,"29,204 miles","13,900"
0,2017 Hyundai,Elantra,SE,"21,195 miles","14,500"
0,2017 Hyundai,Elantra,SE,"16,358 miles","14,800"
0,2017 Volkswagen,Golf GTI,SE Hatchback,"16,188 miles","24,400"
0,2016 Chrysler,200,Limited,"56,796 miles","15,400"
0,2016 GMC,Terrain,SLE-1,"56,824 miles","14,800"
0,2016 Nissan,Pathfinder,S,"49,440 miles","23,700"
0,2016 Mazda,CX-5,Touring,"23,826 miles","19,400"
0,2015 Ford,Mustang,EcoBoost,"26,250 miles","20,500"
0,2018 Volkswagen,Beetle,2.0T S,"20,414 miles","21,700"
0,2015 Toyota,Corolla,LE,"75,910 miles","12,400"
0,2016 Lexus,ES,ES 350,"49,433 miles","24,600"
0,2015 Chevrolet,Cruze,LS,"76,543 miles","11,100"
0,2016 Ford,Taurus,SEL,"26,053 miles","16,600"
0,2015 GMC,Acadia,Denali,"39,876 miles","26,900"
0,2018 Toyota,Tundra Double Cab,SR 6 1/2 ft,"25,063 miles","29,500"
0,2015 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"47,673 miles","25,200"
0,2016 Mazda,MAZDA6,i Touring,"24,376 miles","18,800"
0,2016 Honda,Civic,EX-T,"63,642 miles","16,700"
0,2016 Cadillac,SRX,Premium Collection,"39,113 miles","26,900"
0,2017 Kia,Sorento,EX,"26,391 miles","23,400"
0,2016 Dodge,Challenger,SXT Plus,"45,941 miles","21,400"
0,2018 Dodge,Grand Caravan Pas...,GT,"40,199 miles","21,000"
0,2017 Chevrolet,Spark,1LT,"7,372 miles","14,100"
0,2017 Nissan,Sentra,SV,"25,168 miles","14,200"
0,2013 Honda,CR-V,EX,"71,925 miles","15,900"
0,2016 Honda,Civic,LX,"31,564 miles","16,300"
0,2017 Toyota,Camry,SE,"36,068 miles","17,300"
0,2016 Chevrolet,Equinox,LS,"32,189 miles","15,900"
0,2016 Chevrolet,Camaro,LT,"50,716 miles","19,900"
0,2017 Buick,Envision,Premium II,"28,847 miles","26,500"
0,2017 Hyundai,Accent,SE,"46,104 miles","12,800"
0,2011 Chrysler,200,Limited,"94,145 miles","9,500"
0,2018 Mazda,CX-9,Touring,"31,101 miles","26,600"
0,2018 Toyota,Avalon,XLE,"33,334 miles","21,600"
0,2016 Jeep,Patriot,Sport,"53,818 miles","13,600"
0,2017 Toyota,Corolla,LE,"33,359 miles","15,000"
0,2016 Jeep,Grand Cherokee,Laredo,"76,229 miles","21,000"
0,2016 Volkswagen,Jetta,1.4T SE,"49,788 miles","14,100"
0,2013 Toyota,Avalon,Limited,"23,604 miles","21,600"
0,2012 Volkswagen,Beetle,2.0T Turbo,"47,893 miles","12,600"
0,2017 Jeep,Cherokee,Sport,"40,715 miles","18,000"
0,2016 Ford,Mustang,V6,"28,127 miles","20,500"
0,2017 Hyundai,Elantra,SE,"29,867 miles","14,400"
0,2016 Hyundai,Azera,Azera,"25,417 miles","19,800"
0,2016 Kia,Sorento,EX,"36,148 miles","21,500"
0,2016 Toyota,RAV4,XLE,"26,468 miles","20,300"
0,2015 Lexus,IS,IS 250,"44,559 miles","22,100"
0,2013 Honda,Civic,LX,"55,423 miles","13,300"
0,2016 Nissan,Rogue,S,"19,892 miles","18,500"
0,2017 Chevrolet,Volt,LT,"24,470 miles","18,800"
0,2012 Volkswagen,Passat,TDI SEL Premium,"73,733 miles","13,100"
0,2017 Chevrolet,Traverse,LT,"75,007 miles","21,800"
0,2016 Chevrolet,Malibu,LS,"44,503 miles","14,400"
0,2017 Ford,Fusion,SE,"84,728 miles","13,500"
0,2017 Hyundai,Santa Fe Sport,Santa Fe Sport,"25,242 miles","19,400"
0,2017 Toyota,Camry,LE,"19,204 miles","18,900"
0,2018 Mazda,CX-9,Touring,"32,355 miles","26,400"
0,2012 Hyundai,Santa Fe,Limited,"59,069 miles","13,900"
0,2018 Nissan,Altima,2.5 S,"40,229 miles","16,000"
0,2017 Jeep,Renegade,Latitude,"70,367 miles","14,200"
0,2017 Chevrolet,Traverse,LS,"30,007 miles","22,100"
0,2016 Honda,Civic,EX,"26,166 miles","18,200"
0,2017 Toyota,Corolla,LE,"17,786 miles","16,100"
0,2018 Toyota,Corolla,LE,"38,803 miles","15,200"
0,2013 Nissan,Sentra,S,"62,065 miles","10,400"
0,2016 Kia,Optima,LX,"29,149 miles","16,300"
0,2016 Jeep,Compass,High Altitude Edition,"25,169 miles","17,400"
0,2017 Mitsubishi,Outlander Sport,ES,"48,189 miles","14,500"
0,2018 Toyota,Sienna,XLE,"41,457 miles","29,200"
0,2018 Nissan,Altima,2.5 SV,"41,829 miles","15,900"
0,2018 Nissan,Altima,2.5 SV,"43,247 miles","15,500"
0,2018 Ford,Mustang,EcoBoost,"39,013 miles","21,600"
0,2018 Toyota,Sienna,LE,"30,654 miles","26,400"
0,2017 Chevrolet,Traverse,LT,"75,007 miles","21,800"
0,2016 Chevrolet,Malibu,LS,"44,503 miles","14,400"
0,2017 Ford,Fusion,SE,"84,728 miles","13,500"
0,2017 Hyundai,Santa Fe Sport,Santa Fe Sport,"25,242 miles","19,400"
0,2017 Toyota,Camry,LE,"19,204 miles","18,900"
0,2018 Mazda,CX-9,Touring,"32,355 miles","26,400"
0,2012 Hyundai,Santa Fe,Limited,"59,069 miles","13,900"
0,2018 Nissan,Altima,2.5 S,"40,229 miles","16,000"
0,2017 Jeep,Renegade,Latitude,"70,367 miles","14,200"
0,2017 Chevrolet,Traverse,LS,"30,007 miles","22,100"
0,2016 Honda,Civic,EX,"26,166 miles","18,200"
0,2017 Toyota,Corolla,LE,"17,786 miles","16,100"
0,2018 Toyota,Corolla,LE,"38,803 miles","15,200"
0,2013 Nissan,Sentra,S,"62,065 miles","10,400"
0,2016 Kia,Optima,LX,"29,149 miles","16,300"
0,2016 Jeep,Compass,High Altitude Edition,"25,169 miles","17,400"
0,2017 Mitsubishi,Outlander Sport,ES,"48,189 miles","14,500"
0,2018 Toyota,Sienna,XLE,"41,457 miles","29,200"
0,2018 Nissan,Altima,2.5 SV,"41,829 miles","15,900"
0,2018 Nissan,Altima,2.5 SV,"43,247 miles","15,500"
0,2018 Ford,Mustang,EcoBoost,"39,013 miles","21,600"
0,2018 Toyota,Sienna,LE,"30,654 miles","26,400"
0,2016 Toyota,RAV4,XLE,"29,537 miles","20,100"
0,2016 Toyota,Corolla,LE,"71,583 miles","13,100"
0,2017 Dodge,Grand Caravan Pas...,SXT,"37,201 miles","19,300"
0,2018 Dodge,Grand Caravan Pas...,SXT,"46,549 miles","18,900"
0,2015 Chevrolet,Camaro,LT,"71,066 miles","19,200"
0,2018 Dodge,Grand Caravan Pas...,GT,"44,099 miles","20,700"
0,2016 Volkswagen,Jetta,1.4T SE,"26,293 miles","15,000"
0,2016 Mazda,MAZDA6,i Grand Touring,"35,081 miles","20,700"
0,2018 Nissan,Versa,SV,"38,296 miles","12,900"
0,2016 Acura,TLX,3.5,"31,865 miles","23,300"
0,2016 Ford,C-MAX Energi,SEL,"35,651 miles","15,100"
0,2018 Dodge,Grand Caravan Pas...,SXT,"46,492 miles","18,900"
0,2017 Toyota,Corolla,LE,"36,971 miles","14,900"
0,2018 Dodge,Grand Caravan Pas...,GT,"44,868 miles","20,600"
0,2016 Toyota,RAV4,XLE,"37,063 miles","19,600"
0,2016 Honda,Accord,LX,"25,701 miles","17,800"
0,2014 Nissan,Sentra,S,"28,515 miles","12,400"
0,2018 Mitsubishi,Outlander Sport,ES,"40,180 miles","15,900"
0,2017 Nissan,Sentra,S,"42,690 miles","13,600"
0,2014 Ford,Focus,SE,"65,535 miles","10,500"
0,2017 Mazda,CX-5,Grand Touring,"29,629 miles","24,800"
0,2015 Hyundai,Genesis,5.0,"43,284 miles","24,800"
0,2017 Nissan,Versa Note,SV,"45,411 miles","13,000"
0,2017 Subaru,Forester,2.5i,"78,580 miles","16,700"
0,2016 BMW,4 Series,428i,"37,892 miles","23,000"
0,2017 Ford,Fiesta,SE,"28,207 miles","12,600"
0,2018 Dodge,Grand Caravan Pas...,GT,"42,379 miles","20,900"
0,2016 Cadillac,ATS,2.5L Standard,"37,434 miles","19,100"
0,2018 Dodge,Grand Caravan Pas...,GT,"41,534 miles","21,000"
0,2018 Toyota,Avalon,XLE,"33,763 miles","21,500"
0,2016 Hyundai,Sonata,Sonata,"43,212 miles","15,200"
0,2012 Jeep,Grand Cherokee,Laredo,"78,856 miles","18,700"
0,2016 Nissan,Maxima,S,"34,935 miles","20,400"
0,2015 Lexus,CT,CT 200h,"45,577 miles","20,000"
0,2018 Hyundai,Elantra,Sport,"7,265 miles","20,400"
0,2014 Lexus,IS,IS 350,"75,018 miles","21,900"
0,2014 Chevrolet,Equinox,LT,"6,443 miles","17,900"
0,2018 Toyota,Camry,LE,"35,634 miles","18,700"
0,2013 Hyundai,Santa Fe Sport,Santa Fe Sport,"69,142 miles","15,100"
0,2016 Mercedes-Ben...,CLA,CLA 250,"47,255 miles","21,700"
0,2012 Mazda,MAZDA3,i Touring,"77,621 miles","10,600"
0,2013 Chevrolet,Camaro,LT,"65,473 miles","17,800"
0,2018 Buick,Encore,Sport Touring,"7,478 miles","19,400"
0,2015 Volkswagen,Jetta,1.8T Sport,"64,897 miles","13,400"
0,2017 Nissan,Versa Note,SV,"45,411 miles","13,000"
0,2017 Subaru,Forester,2.5i,"78,580 miles","16,700"
0,2016 BMW,4 Series,428i,"37,892 miles","23,000"
0,2017 Ford,Fiesta,SE,"28,207 miles","12,600"
0,2018 Dodge,Grand Caravan Pas...,GT,"42,379 miles","20,900"
0,2016 Cadillac,ATS,2.5L Standard,"37,434 miles","19,100"
0,2018 Dodge,Grand Caravan Pas...,GT,"41,534 miles","21,000"
0,2018 Toyota,Avalon,XLE,"33,763 miles","21,500"
0,2016 Hyundai,Sonata,Sonata,"43,212 miles","15,200"
0,2012 Jeep,Grand Cherokee,Laredo,"78,856 miles","18,700"
0,2016 Nissan,Maxima,S,"34,935 miles","20,400"
0,2015 Lexus,CT,CT 200h,"45,577 miles","20,000"
0,2018 Hyundai,Elantra,Sport,"7,265 miles","20,400"
0,2014 Lexus,IS,IS 350,"75,018 miles","21,900"
0,2014 Chevrolet,Equinox,LT,"6,443 miles","17,900"
0,2018 Toyota,Camry,LE,"35,634 miles","18,700"
0,2013 Hyundai,Santa Fe Sport,Santa Fe Sport,"69,142 miles","15,100"
0,2016 Mercedes-Ben...,CLA,CLA 250,"47,255 miles","21,700"
0,2012 Mazda,MAZDA3,i Touring,"77,621 miles","10,600"
0,2013 Chevrolet,Camaro,LT,"65,473 miles","17,800"
0,2018 Buick,Encore,Sport Touring,"7,478 miles","19,400"
