,Make,Model,trim,Mileage,Price
0,2016 Toyota,Corolla,LE,"27,065 miles","15,300"
0,2016 Mercedes-Ben...,GLA,GLA 250,"26,538 miles","25,600"
0,2017 Lexus,NX,200t,"21,904 miles","29,500"
0,2018 Mazda,CX-9,Touring,"36,381 miles","24,800"
0,2016 Nissan,Altima,2.5 SV,"44,378 miles","15,300"
0,2017 Hyundai,Elantra,SE,"47,215 miles","13,400"
0,2018 Subaru,WRX,WRX Limited,"8,888 miles","29,300"
0,2016 Toyota,Camry,SE,"31,229 miles","16,800"
0,2019 Honda,Accord,EX-L,"3,441 miles","28,600"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"40,184 miles","28,300"
0,2016 Nissan,Sentra,SV,"32,208 miles","13,700"
0,2016 Chevrolet,Equinox,LT,"60,266 miles","15,800"
0,2018 Nissan,Rogue,SL,"25,776 miles","22,500"
0,2017 Chevrolet,Cruze,LT,"17,358 miles","15,200"
0,2016 Hyundai,Sonata,SE,"32,973 miles","15,200"
0,2016 Buick,Verano,Verano,"30,628 miles","14,800"
0,2018 Chevrolet,Volt,LT,"7,792 miles","22,700"
0,2017 Chevrolet,Equinox,LT,"13,722 miles","18,100"
0,2017 Toyota,RAV4,SE,"28,791 miles","22,300"
0,2017 Nissan,Sentra,SV,"42,486 miles","13,500"
0,2018 Nissan,Rogue,SL,"11,441 miles","24,100"
0,2015 Toyota,Highlander,XLE,"46,277 miles","26,200"
0,2017 Hyundai,Elantra,SE,"43,883 miles","13,200"
0,2018 Nissan,LEAF,SL,"12,388 miles","27,200"
0,2014 Nissan,Rogue,SV,"67,724 miles","14,300"
0,2018 Nissan,Rogue Sport,SL,"14,429 miles","21,800"
0,2018 Ford,Mustang,EcoBoost Premium,"23,948 miles","23,800"
0,2016 Chevrolet,Malibu,LT,"26,426 miles","16,000"
0,2017 Toyota,Camry,LE,"53,265 miles","16,200"
0,2016 Toyota,Corolla,LE,"51,430 miles","14,000"
0,2016 Jeep,Cherokee,Latitude,"35,827 miles","19,200"
0,2016 Toyota,Corolla,LE,"35,438 miles","14,700"
0,2017 Nissan,Sentra,SV,"47,496 miles","13,200"
0,2015 Nissan,LEAF,S,"39,938 miles","12,900"
0,2018 Nissan,Frontier King Cab,S 6 ft,"3,856 miles","20,900"
0,2016 Chevrolet,Malibu,LT,"30,711 miles","16,000"
0,2016 GMC,Terrain,SLE-2,"10,164 miles","19,300"
0,2017 Toyota,Camry,LE,"14,937 miles","19,200"
0,2018 Chevrolet,Volt,LT,"7,792 miles","22,700"
0,2017 Chevrolet,Equinox,LT,"13,722 miles","18,100"
0,2017 Toyota,RAV4,SE,"28,791 miles","22,300"
0,2017 Nissan,Sentra,SV,"42,486 miles","13,500"
0,2018 Nissan,Rogue,SL,"11,441 miles","24,100"
0,2015 Toyota,Highlander,XLE,"46,277 miles","26,200"
0,2017 Hyundai,Elantra,SE,"43,883 miles","13,200"
0,2018 Nissan,LEAF,SL,"12,388 miles","27,200"
0,2014 Nissan,Rogue,SV,"67,724 miles","14,300"
0,2018 Nissan,Rogue Sport,SL,"14,429 miles","21,800"
0,2018 Ford,Mustang,EcoBoost Premium,"23,948 miles","23,800"
0,2016 Chevrolet,Malibu,LT,"26,426 miles","16,000"
0,2017 Toyota,Camry,LE,"53,265 miles","16,200"
0,2016 Toyota,Corolla,LE,"51,430 miles","14,000"
0,2016 Jeep,Cherokee,Latitude,"35,827 miles","19,200"
0,2016 Toyota,Corolla,LE,"35,438 miles","14,700"
0,2017 Nissan,Sentra,SV,"47,496 miles","13,200"
0,2015 Nissan,LEAF,S,"39,938 miles","12,900"
0,2018 Nissan,Frontier King Cab,S 6 ft,"3,856 miles","20,900"
0,2016 Chevrolet,Malibu,LT,"30,711 miles","16,000"
0,2016 GMC,Terrain,SLE-2,"10,164 miles","19,300"
0,2017 Toyota,Camry,LE,"14,937 miles","19,200"
0,2018 Nissan,Pathfinder,SL,"13,842 miles","27,400"
0,2016 Scion,iA,iA,"28,054 miles","13,800"
0,2017 Toyota,RAV4,Limited,"52,393 miles","22,400"
0,2018 Hyundai,Accent,SE,"24,442 miles","14,300"
0,2017 Hyundai,Tucson,SE,"16,450 miles","17,600"
0,2017 Toyota,Yaris iA,Yaris iA,"20,120 miles","14,500"
0,2018 Kia,Forte,LX,"32,076 miles","13,500"
0,2018 Ford,Focus,SE,"6,035 miles","15,400"
0,2016 Nissan,Pathfinder,SL,"30,589 miles","23,900"
0,2015 Nissan,Rogue,SL,"58,583 miles","16,300"
0,2010 Chevrolet,Camaro,SS,"16,214 miles","24,800"
0,2015 Kia,Optima,EX,"45,704 miles","15,200"
0,2018 Ford,EcoSport,SE,"5,630 miles","18,300"
0,2014 Acura,RDX,RDX,"38,542 miles","21,200"
0,2016 Toyota,Camry,LE,"29,178 miles","17,300"
0,2016 INFINITI,QX60,3.5,"59,420 miles","26,100"
0,2016 Chevrolet,Cruze,LT,"25,025 miles","14,100"
0,2016 Buick,Encore,Leather,"35,430 miles","16,200"
0,2017 GMC,Acadia,SLT-1,"29,275 miles","27,500"
0,2016 Hyundai,Sonata,SE,"17,168 miles","16,000"
0,2015 Subaru,Legacy,2.5i Limited,"19,241 miles","21,000"
0,2018 Chevrolet,Silverado 1500 Re...,Work Truck 8 ft,"10,632 miles","24,600"
0,2018 Ford,Fiesta,SE,"33,249 miles","12,500"
0,2016 Dodge,Charger,SXT,"36,364 miles","23,500"
0,2017 Mercedes-Ben...,GLA,GLA 250,"25,763 miles","25,500"
0,2016 Jeep,Compass,Sport SE,"63,663 miles","14,700"
0,2013 Honda,Accord,EX-L,"65,643 miles","17,100"
0,2018 Toyota,Camry,XSE,"10,807 miles","27,900"
0,2016 BMW,3 Series,328i,"38,794 miles","23,000"
0,2015 Volvo,S60,T5 Platinum (2015.5),"38,075 miles","20,200"
0,2016 Mercedes-Ben...,C-Class,C 300,"46,588 miles","22,500"
0,2018 Chevrolet,Impala,LT,"41,900 miles","18,600"
0,2016 Jeep,Compass,High Altitude Edition,"22,288 miles","17,900"
0,2016 Toyota,Avalon,XLE Premium,"60,242 miles","20,100"
0,2018 Jeep,Renegade,Sport,"8,890 miles","20,000"
0,2015 MINI,Hardtop 4 Door,Cooper S,"28,972 miles","19,200"
0,2016 Nissan,Murano,Platinum,"61,778 miles","24,600"
0,2017 Chevrolet,Equinox,LT,"10,216 miles","18,500"
0,2016 GMC,Acadia,Denali,"45,170 miles","28,700"
0,2014 Mercedes-Ben...,E-Class,E 350,"60,433 miles","22,100"
0,2015 Chrysler,200,Limited,"38,690 miles","15,400"
0,2016 Scion,iM,iM,"29,186 miles","14,300"
0,2016 Nissan,LEAF,S-24,"35,560 miles","12,100"
0,2017 Chevrolet,Equinox,LT,"11,417 miles","18,300"
0,2016 Toyota,Corolla,LE,"15,847 miles","15,200"
0,2018 Ford,Escape,S,"8,492 miles","19,000"
0,2017 Chevrolet,Equinox,LS,"16,191 miles","17,100"
0,2018 Nissan,Sentra,S,"13,788 miles","15,000"
0,2016 Toyota,RAV4,XLE,"7,834 miles","22,200"
0,2016 Toyota,RAV4,XLE,"36,018 miles","19,900"
0,2016 Nissan,Sentra,SV,"40,666 miles","13,500"
0,2017 Acura,ILX,ILX,"23,995 miles","23,000"
0,2016 Chevrolet,Cruze,LT,"28,570 miles","13,900"
0,2016 Nissan,Rogue,SL,"32,309 miles","19,500"
0,2014 Ram,1500 Regular Cab,Express 6 1/3 ft,266 miles,"25,300"
0,2017 Ford,Escape,SE,"46,145 miles","16,200"
0,2014 Honda,Civic,EX,"23,590 miles","16,900"
0,2016 Kia,Sorento,EX,"20,173 miles","20,300"
0,2017 Kia,Soul,Soul,"40,998 miles","14,300"
0,2017 Nissan,Sentra,SV,"45,500 miles","13,300"
0,2016 Toyota,Corolla,LE,"35,871 miles","15,600"
0,2015 Toyota,RAV4,LE,"49,743 miles","17,500"
0,2018 Dodge,Journey,SE,"3,621 miles","18,900"
0,2018 Chrysler,Pacifica,Touring L,"41,970 miles","22,900"
0,2018 Ford,Focus,SE,"35,938 miles","13,200"
0,2012 Nissan,370Z,370Z,"14,678 miles","22,700"
0,2018 Ford,Explorer,Limited,"42,778 miles","29,200"
0,2015 INFINITI,Q50,3.7 Premium,"39,772 miles","20,800"
0,2018 Nissan,Versa,SV,"6,951 miles","14,400"
0,2016 Toyota,Corolla,L,"14,555 miles","16,300"
0,2017 Nissan,Versa Note,SV,"43,753 miles","12,400"
0,2018 Nissan,Sentra,SV,"13,352 miles","15,200"
0,2016 Nissan,Sentra,SR,"18,886 miles","14,600"
0,2017 Toyota,RAV4,XLE,"20,747 miles","21,000"
0,2016 Jeep,Cherokee,Limited,"16,907 miles","20,300"
0,2016 Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,"34,135 miles","28,400"
0,2018 Nissan,Versa Note,SV,"25,141 miles","13,500"
0,2016 Volkswagen,Golf GTI,S Hatchback,"60,300 miles","21,300"
0,2017 Chevrolet,Equinox,LT,"24,547 miles","17,300"
0,2016 FIAT,500,Sport,"30,829 miles","14,600"
0,2013 Volvo,S60,T6,"43,630 miles","19,700"
0,2017 Toyota,Prius Prime,Plus,"7,611 miles","28,000"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"17,166 miles","29,200"
0,2016 Hyundai,Sonata,SE,"32,445 miles","15,600"
0,2016 GMC,Terrain,SLE-2,"31,855 miles","18,200"
0,2017 Kia,Sportage,LX,"58,124 miles","14,800"
0,2015 Hyundai,Sonata,Sport,"59,027 miles","14,100"
0,2016 Lexus,ES,ES 350,"24,952 miles","26,000"
0,2017 Chevrolet,Trax,LS,"6,543 miles","15,500"
0,2017 BMW,3 Series,330e iPerformance,"17,632 miles","25,800"
0,2016 Cadillac,SRX,Luxury Collection,"21,015 miles","26,700"
0,2017 Kia,Soul,Soul,"25,401 miles","14,500"
0,2017 Chevrolet,Equinox,LS,"7,140 miles","18,000"
0,2015 Subaru,Legacy,2.5i,"26,971 miles","17,500"
0,2016 Chevrolet,Cruze,LT,"19,320 miles","14,300"
0,2016 Toyota,RAV4,XLE,"23,437 miles","19,900"
0,2016 Hyundai,Sonata,Sonata,"34,539 miles","15,200"
0,2016 INFINITI,QX60,3.5,"30,085 miles","29,000"
0,2016 Hyundai,Tucson,SE,"11,603 miles","18,000"
0,2016 Kia,Sorento,SX,"60,354 miles","22,100"
0,2017 Ford,Focus,SE,"14,704 miles","15,400"
0,2014 Acura,MDX,SH-AWD,"71,818 miles","24,400"
0,2015 Chevrolet,Malibu,LT,"22,928 miles","15,300"
0,2018 Jeep,Renegade,Sport,"21,905 miles","18,100"
0,2017 Hyundai,Sonata,Sport,"40,669 miles","16,800"
0,2017 Honda,CR-V,LX,"16,827 miles","22,700"
0,2019 Chevrolet,Camaro,LT,"12,406 miles","25,000"
0,2017 Nissan,Sentra,SV,"42,059 miles","13,500"
0,2016 GMC,Terrain,SLE-2,"14,190 miles","19,300"
0,2019 Subaru,Legacy,3.6R Limited,"1,478 miles","29,300"
0,2016 Nissan,Rogue,S,"29,229 miles","17,800"
0,2017 Hyundai,Elantra,SE,"30,491 miles","14,000"
0,2016 Jeep,Patriot,Sport,"16,201 miles","15,400"
0,2018 Ford,Escape,S,"8,427 miles","18,900"
0,2015 Ford,Escape,Titanium,"23,493 miles","17,100"
0,2017 Nissan,Sentra,SV,"18,017 miles","15,100"
0,2016 Nissan,Sentra,SV,"20,780 miles","14,500"
0,2016 Toyota,Corolla,LE,"18,967 miles","15,000"
0,2016 Honda,Accord,EX-L,"58,882 miles","19,300"
0,2017 Volkswagen,Jetta,1.4T S,"47,771 miles","14,000"
0,2016 Volkswagen,Tiguan,2.0T S,"32,711 miles","15,800"
0,2016 Hyundai,Veloster,Veloster,"52,627 miles","14,300"
0,2016 Nissan,Rogue,SL,"24,684 miles","21,300"
0,2017 Dodge,Grand Caravan Pas...,SXT,"81,253 miles","15,000"
0,2018 Chevrolet,Spark,1LT,"5,719 miles","14,700"
0,2018 Dodge,Charger,SXT,"27,778 miles","22,900"
0,2017 Honda,Civic,Sport,"43,195 miles","19,300"
0,2016 Cadillac,ATS,2.0L Turbo Luxury,"42,726 miles","20,300"
0,2018 Dodge,Grand Caravan Pas...,SXT,"42,360 miles","18,700"
0,2017 Chevrolet,Malibu,LS,"31,485 miles","15,800"
0,2016 Lincoln,MKZ,MKZ,"8,427 miles","22,900"
0,2016 Toyota,Camry,SE,"30,715 miles","16,900"
0,2016 Jeep,Patriot,High Altitude Edition,"33,650 miles","17,700"
0,2016 Buick,Encore,Encore,"30,372 miles","15,300"
0,2017 Nissan,Versa,S Plus,"21,818 miles","12,700"
0,2017 Ford,Focus,SE,"26,179 miles","13,200"
0,2015 Ford,Edge,SE,"70,584 miles","20,200"
0,2016 BMW,3 Series,328i,"28,587 miles","24,200"
0,2016 Nissan,Sentra,SV,"14,557 miles","14,500"
0,2017 Chevrolet,Traverse,LS,"30,002 miles","20,400"
0,2017 Chevrolet,Equinox,LS,"17,600 miles","16,700"
0,2017 GMC,Terrain,SLE-2,"23,542 miles","17,200"
0,2016 Hyundai,Sonata,SE,"94,665 miles","13,000"
0,2015 Hyundai,Elantra,SE,"71,511 miles","11,300"
0,2017 Ford,Fusion,SE,"60,613 miles","16,100"
0,2016 Nissan,Pathfinder,SL,"29,448 miles","24,100"
0,2014 Chevrolet,Tahoe,LT,"94,103 miles","23,800"
0,2018 Honda,Accord,LX,"20,680 miles","21,700"
0,2015 Lincoln,MKC,MKC,"72,515 miles","19,500"
0,2016 Chevrolet,Cruze,LT,"26,494 miles","14,100"
0,2017 Jeep,Grand Cherokee,Laredo,"13,853 miles","26,100"
0,2018 Jeep,Renegade,Latitude,"18,953 miles","18,200"
0,2016 Chevrolet,Traverse,LS,"30,890 miles","23,400"
0,2016 Chevrolet,Malibu,LS,"27,261 miles","15,500"
0,2016 Cadillac,SRX,Luxury Collection,"26,449 miles","27,700"
0,2015 Toyota,Corolla,LE,"42,146 miles","15,000"
0,2014 Chevrolet,Camaro,SS,"16,056 miles","29,300"
0,2017 Ford,Escape,SE,"18,134 miles","16,600"
0,2016 Hyundai,Sonata Hybrid,SE,"32,827 miles","18,400"
0,2016 BMW,3 Series,328i,"21,805 miles","23,200"
0,2017 Toyota,Tacoma Access Cab,SR 6 ft,"27,385 miles","23,700"
0,2016 Jeep,Grand Cherokee,Limited,"61,302 miles","25,200"
0,2016 Hyundai,Santa Fe Sport,Santa Fe Sport,"43,545 miles","16,100"
0,2014 Lexus,ES,ES 350,"64,567 miles","20,300"
0,2017 Buick,Verano,Sport Touring,"45,563 miles","14,800"
0,2018 Hyundai,Accent,SE,"30,028 miles","13,100"
0,2016 Volvo,XC60,T6 Drive-E,"41,938 miles","26,300"
0,2018 Jeep,Renegade,Latitude,"9,994 miles","18,700"
0,2015 Nissan,Pathfinder,SL,"66,634 miles","20,400"
0,2017 Chevrolet,Traverse,LS,"30,799 miles","21,200"
0,2017 Dodge,Grand Caravan Pas...,SXT,"80,599 miles","15,500"
0,2016 Subaru,Outback,2.5i Limited,"20,990 miles","25,300"
0,2017 Chevrolet,Traverse,LS,"20,256 miles","20,400"
0,2016 Honda,CR-V,LX,"20,377 miles","18,100"
0,2016 Nissan,Rogue,SV,"27,347 miles","16,900"
0,2016 Buick,Verano,Verano,"29,196 miles","14,500"
0,2016 Chevrolet,Traverse,LS,"36,749 miles","19,200"
0,2018 Toyota,Corolla,SE,"15,957 miles","17,900"
0,2017 GMC,Terrain,SLE-1,"37,246 miles","16,100"
0,2017 Chevrolet,Cruze,LT,"21,940 miles","14,800"
0,2017 Jeep,Grand Cherokee,Limited,"27,833 miles","29,500"
0,2016 Jeep,Compass,Sport,"46,316 miles","15,500"
0,2013 Honda,CR-V,EX-L,"90,706 miles","16,400"
0,2018 Ford,Escape,S,"13,227 miles","18,800"
0,2016 Mazda,CX-5,Grand Touring,"40,769 miles","22,300"
0,2017 Buick,Enclave,Leather,"41,647 miles","26,300"
0,2017 Chevrolet,Traverse,LT,"34,360 miles","22,800"
0,2015 Toyota,Tacoma Double Cab,PreRunner 5 ft,"55,895 miles","23,300"
0,2016 GMC,Terrain,SLE-1,"24,600 miles","17,400"
0,2016 Kia,Optima,LX,"15,131 miles","15,200"
0,2016 Toyota,RAV4,XLE,"23,309 miles","19,900"
0,2016 INFINITI,QX70,3.7,"29,849 miles","27,400"
0,2016 Toyota,RAV4,XLE,"45,116 miles","19,500"
0,2016 Cadillac,ATS,2.0L Turbo Standard,"6,087 miles","23,300"
0,2016 Nissan,Rogue,SV,"16,059 miles","18,500"
0,2015 Buick,Encore,Convenience,"27,072 miles","16,900"
0,2017 Chevrolet,Cruze,LT,"17,567 miles","15,200"
0,2016 Chevrolet,Malibu,LT,"31,497 miles","15,800"
0,2015 INFINITI,Q50,3.7,"28,749 miles","23,200"
0,2016 GMC,Terrain,SLE-1,"35,538 miles","16,500"
0,2017 Chevrolet,Trax,LS,"16,889 miles","15,100"
0,2016 Hyundai,Sonata,SE,"18,195 miles","15,900"
0,2017 Kia,Forte,LX,"15,937 miles","13,400"
0,2018 Jeep,Compass,Limited,"28,415 miles","21,700"
0,2016 Chevrolet,Cruze,LS,"39,992 miles","15,100"
0,2017 Nissan,Versa,SV,"19,593 miles","13,300"
0,2017 BMW,3 Series,330e iPerformance,"19,414 miles","26,200"
0,2018 Ford,Escape,SEL,"13,247 miles","20,100"
0,2015 Jeep,Cherokee,Sport,"29,473 miles","16,700"
0,2016 BMW,3 Series,328i,"27,373 miles","22,800"
0,2016 Nissan,Sentra,SV,"19,311 miles","13,900"
0,2017 Chevrolet,Sonic,LT,"10,309 miles","13,800"
0,2017 Acura,RDX,RDX,"31,335 miles","28,600"
0,2017 Jeep,Grand Cherokee,Limited,"50,339 miles","26,200"
0,2016 Chevrolet,Equinox,LT,"18,094 miles","17,700"
0,2017 Toyota,RAV4,XLE,"18,426 miles","21,200"
0,2016 Nissan,Pathfinder,SV,"28,725 miles","19,900"
0,2016 GMC,Terrain,SLT,"48,068 miles","19,600"
0,2017 Nissan,Pathfinder,SL,"45,075 miles","25,300"
0,2016 Nissan,Rogue,S,"38,231 miles","17,600"
0,2016 Mazda,CX-5,Sport,"21,131 miles","18,900"
0,2016 Jeep,Cherokee,Limited,"18,239 miles","22,400"
0,2018 Dodge,Journey,SXT,"7,888 miles","20,200"
0,2016 BMW,X3,xDrive28i,"44,999 miles","25,000"
0,2017 Toyota,Camry,SE,"40,031 miles","17,400"
0,2016 Hyundai,Sonata,Sonata,"27,363 miles","14,600"
0,2017 Chevrolet,Equinox,LS,"7,669 miles","18,000"
0,2016 Volkswagen,Tiguan,2.0T S,"26,351 miles","14,900"
0,2016 Scion,iA,iA,"29,089 miles","13,200"
0,2016 GMC,Terrain,SLE-2,"31,041 miles","16,800"
0,2017 GMC,Terrain,SLE-2,"31,585 miles","18,100"
0,2016 Mercedes-Ben...,GLA,GLA 250 4MATIC,"31,207 miles","25,500"
0,2016 Nissan,Sentra,SV,"28,699 miles","13,600"
0,2016 Ford,Mustang,GT,"16,632 miles","27,900"
0,2016 Ram,1500 Crew Cab,Lone Star 5 1/2 ft,"34,284 miles","28,000"
0,2017 Kia,Sorento,EX,"38,589 miles","24,200"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"28,140 miles","27,600"
0,2014 Audi,A6,3.0T Premium Plus,"36,346 miles","23,400"
0,2017 Honda,HR-V,LX,"25,428 miles","17,700"
0,2017 Toyota,RAV4,LE,"28,841 miles","19,300"
0,2017 Nissan,Rogue,SL,"37,481 miles","23,500"
0,2017 Hyundai,Elantra,SE,"29,658 miles","13,500"
0,2017 Toyota,Prius,Two,"10,128 miles","24,000"
0,2018 Nissan,Rogue,SL,"17,291 miles","24,600"
0,2018 Ford,Focus,SE,"11,180 miles","14,300"
0,2017 Chevrolet,Camaro,LT,"7,768 miles","26,500"
0,2017 Ford,Fusion,SE Hybrid,"45,505 miles","16,000"
0,2014 Acura,RDX,RDX,"48,051 miles","20,900"
0,2017 Chevrolet,Cruze,LT,"17,091 miles","14,500"
0,2016 Mazda,CX-5,Touring,"41,328 miles","19,400"
0,2016 Mazda,CX-5,Touring,"36,063 miles","18,900"
0,2017 Dodge,Charger,SXT,"58,062 miles","21,000"
0,2016 Volkswagen,Passat,1.8T S,"32,002 miles","15,100"
0,2016 Acura,RDX,RDX,"34,666 miles","24,500"
0,2018 Dodge,Journey,GT,"17,699 miles","20,700"
0,2016 Chevrolet,Traverse,LS,"33,802 miles","24,200"
0,2013 Lexus,RX,RX 350,"100,542 miles","18,900"
0,2018 Toyota,Camry,LE,"41,877 miles","17,800"
0,2018 Ford,Fiesta,SE,"12,145 miles","13,800"
0,2017 Ford,Taurus,SE,"60,382 miles","14,100"
0,2016 BMW,X3,xDrive28i,"18,330 miles","27,100"
0,2016 Hyundai,Sonata,Sonata,"28,923 miles","14,500"
0,2015 Toyota,Corolla,S,"68,811 miles","13,700"
0,2016 Hyundai,Tucson,SE,"20,933 miles","16,800"
0,2016 Hyundai,Tucson,SE,"23,137 miles","17,400"
0,2018 Toyota,Camry,SE,"24,281 miles","21,700"
0,2018 Ford,Escape,S,"7,079 miles","19,100"
0,2017 Chevrolet,Malibu,LT,"19,823 miles","16,900"
0,2017 Jeep,Compass,High Altitude Edition,"36,568 miles","18,100"
0,2016 Chevrolet,Equinox,LT,"42,007 miles","15,400"
0,2017 Chevrolet,Cruze,LT,"14,435 miles","15,900"
0,2017 Chrysler,Pacifica,Touring-L,"50,751 miles","22,600"
0,2016 Chevrolet,Cruze,LS,"26,445 miles","15,000"
0,2017 Honda,Accord,Sport,"24,839 miles","21,200"
0,2017 GMC,Terrain,SLE-2,"18,418 miles","18,400"
0,2015 Chevrolet,Camaro,SS,"34,596 miles","25,300"
0,2016 INFINITI,Q50,3.0t Premium,"26,882 miles","26,600"
0,2016 Toyota,Corolla,L,"28,845 miles","14,900"
0,2016 Kia,Sportage,SX,"39,117 miles","19,400"
0,2016 Nissan,Rogue,SV,"76,939 miles","14,800"
0,2015 Honda,Civic,LX,"27,525 miles","15,100"
0,2016 Toyota,Corolla,LE,"35,302 miles","14,600"
0,2018 Mazda,MAZDA6,Grand Touring Reserve,"9,527 miles","28,300"
0,2014 Honda,Civic,EX,"46,306 miles","15,800"
0,2014 Honda,Accord,EX-L,"22,919 miles","19,700"
0,2015 Mercedes-Ben...,SLK-Class,SLK 250,"38,475 miles","26,600"
0,2018 Chevrolet,Malibu,LT,"6,923 miles","19,000"
0,2018 Toyota,Camry,SE,"12,737 miles","21,500"
0,2016 Mercedes-Ben...,CLA,CLA 250,"33,130 miles","22,900"
0,2013 Toyota,FJ Cruiser,FJ Cruiser,"65,355 miles","28,800"
0,2014 Acura,TL,TL,"33,742 miles","20,600"
0,2016 Subaru,WRX,WRX,"56,576 miles","21,900"
0,2018 Chrysler,Pacifica,Touring L,"41,548 miles","23,000"
0,2017 Jeep,Grand Cherokee,75th Anniversary Edition,"23,839 miles","29,000"
0,2017 Hyundai,Accent,SE,"42,300 miles","13,000"
0,2017 GMC,Terrain,SLE-1,"19,890 miles","20,300"
0,2014 Volkswagen,Tiguan,2.0T S,"37,494 miles","15,000"
0,2018 Toyota,Sienna,XLE,"28,566 miles","28,100"
0,2016 Toyota,RAV4,XLE,"38,690 miles","19,900"
0,2015 Honda,Civic,LX,"61,289 miles","13,900"
0,2017 Chevrolet,Trax,LT,"33,360 miles","14,600"
0,2017 Chevrolet,Cruze,LT,"47,113 miles","13,100"
0,2016 GMC,Acadia,SLT-2,"42,023 miles","25,400"
0,2017 Ford,Fusion,SE Hybrid,"55,030 miles","15,300"
0,2017 Nissan,Rogue Sport,SV,"15,522 miles","17,400"
0,2018 Honda,Civic,EX,"14,029 miles","20,200"
0,2015 Dodge,Charger,R/T,"28,556 miles","26,700"
0,2017 Hyundai,Elantra,SE,"28,118 miles","14,800"
0,2016 Mercedes-Ben...,GLA,GLA 250 4MATIC,"7,443 miles","28,000"
0,2014 Lexus,IS,IS 250,"29,263 miles","24,200"
0,2016 GMC,Acadia,SLT-1,"28,610 miles","27,300"
0,2016 Toyota,Corolla,LE,"23,578 miles","14,900"
0,2016 Volkswagen,Tiguan,2.0T SEL,"44,169 miles","14,600"
0,2014 Mercedes-Ben...,SLK-Class,SLK 250,"19,539 miles","26,400"
0,2016 Ford,Fiesta,SE,"27,200 miles","12,300"
0,2016 Honda,Accord,EX-L,"28,779 miles","20,300"
0,2018 Ford,Mustang,EcoBoost,"7,800 miles","24,000"
0,2018 Toyota,Camry,SE,"23,083 miles","20,300"
0,2016 Toyota,Corolla,LE,"15,725 miles","15,100"
0,2018 Buick,Encore,Preferred,"11,335 miles","17,500"
0,2018 Nissan,Versa,SV,"37,065 miles","12,700"
0,2017 Ram,1500 Quad Cab,Express 6 1/3 ft,"32,614 miles","25,100"
0,2016 Hyundai,Santa Fe Sport,Santa Fe Sport,"72,085 miles","15,300"
0,2017 Kia,Optima Plug-in Hy...,EX,"13,995 miles","21,700"
0,2016 Buick,Enclave,Premium,"49,290 miles","26,500"
0,2015 Acura,TLX,3.5,"57,829 miles","19,800"
0,2013 Volkswagen,Passat,TDI SE,"35,955 miles","13,800"
0,2017 Nissan,Sentra,SV,"29,981 miles","13,300"
0,2017 Nissan,Sentra,SV,"44,439 miles","13,000"
0,2018 Chevrolet,Equinox,Premier,"22,569 miles","25,500"
0,2018 Honda,Accord,Sport,"4,373 miles","26,300"
0,2017 Cadillac,XT5,Luxury,"31,738 miles","28,800"
0,2018 Toyota,Camry,SE,"8,200 miles","23,400"
0,2016 Chevrolet,Silverado 1500 Do...,Z71 LT 6 1/2 ft,"31,246 miles","27,600"
0,2017 Ford,Mustang,EcoBoost,"6,690 miles","23,500"
0,2017 Chevrolet,Equinox,LS,"17,848 miles","17,100"
0,2016 Volkswagen,Jetta,1.4T S,"25,694 miles","12,900"
0,2015 Chevrolet,Traverse,LT,"67,148 miles","19,200"
0,2016 Nissan,370Z,370Z,"17,631 miles","28,500"
0,2016 Toyota,Corolla,LE,"18,618 miles","15,700"
0,2016 Jeep,Compass,High Altitude Edition,"52,731 miles","16,000"
0,2017 Chevrolet,Cruze,LT,"19,057 miles","14,400"
0,2016 Buick,Encore,Encore,"16,827 miles","16,000"
0,2016 Hyundai,Sonata,SE,"23,793 miles","15,100"
0,2016 Hyundai,Tucson,Limited,"19,212 miles","20,400"
0,2018 Ford,Escape,S,"13,634 miles","16,800"
0,2016 BMW,3 Series,328i,"31,810 miles","22,000"
0,2016 Kia,Soul,Soul,"30,794 miles","14,000"
0,2018 Ford,Fiesta,SE,"1,441 miles","15,000"
0,2018 Ford,Fusion,SE Hybrid,"40,473 miles","16,400"
0,2017 Cadillac,XT5,Luxury,"32,068 miles","27,300"
0,2017 Nissan,Sentra,SV,"42,894 miles","13,800"
0,2014 Lincoln,MKS,MKS,"72,553 miles","16,000"
0,2015 INFINITI,Q50,3.7,"21,981 miles","23,700"
0,2017 Cadillac,XT5,Luxury,"28,732 miles","28,100"
0,2014 Ford,Fusion,SE,"15,961 miles","14,200"
0,2016 Dodge,Challenger,SXT,"25,547 miles","22,700"
0,2015 Lexus,NX,200t F Sport,"49,231 miles","27,000"
0,2014 Chevrolet,Camaro,SS,"20,374 miles","25,200"
0,2017 Ram,1500 Crew Cab,Big Horn 6 1/3 ft,"22,217 miles","29,500"
0,2015 Jeep,Grand Cherokee,Limited,"48,621 miles","23,500"
0,2015 Chrysler,300,300C,"65,387 miles","17,200"
0,2018 Mazda,CX-5,Sport,"19,823 miles","23,700"
0,2017 Nissan,Rogue,SL,"45,422 miles","19,400"
0,2018 Ford,Focus,SE,"34,641 miles","13,400"
